id,支付方式,押金,当前租约,剩余租约,最长可租,续租方式,分时出租
1257272,-,-,,,,无,
1257273,-,-,,,,无,
1239399,-,-,,,,无,
1257279,-,-,,,,无,
1257282,-,-,,,,无,
1257299,-,-,,,,无,
1257301,-,-,,,,无,
1257309,-,-,,,,无,
1257311,-,-,,,,无,
1257316,-,-,,,,无,
1257321,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257327,-,-,,,,无,
1257347,-,-,,,,无,
1257345,-,-,,,,无,
1257343,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1257339,-,-,,,,无,
1257334,-,-,,,,无,
1252399,-,-,,,,无,
1257181,-,-,,,,无,
1257195,-,-,,,,无,
1239399,-,-,,,,无,
1257202,-,-,,,,无,
1257208,-,-,,,,无,
1257211,-,-,,,,无,
1257213,-,-,,,,无,
1257216,-,-,,,,无,
1257220,-,-,,,,无,
1257168,-,-,,,,无,
1257169,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1257174,-,-,,,,无,
1257177,-,-,,,,无,
1257178,-,-,,,,无,
1257179,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1255265,半年付（6万）,1月房租,,,,无,
1255853,年付（4.5万）,1元,,,,无,
1256209,年付（6.6万）,1月房租,,,,无,
1247565,-,-,,,,无,
1252471,-,-,,,,无,
1239399,-,-,,,,无,
1233905,年付（1.5万）,1月房租,,,,无,
1224172,半年付（2.1万）,1月房租,,,,无,
1254497,-,-,,,,无,
1254498,-,-,,,,无,
1254506,-,-,,,,无,
1254508,-,-,,,,无,
1254511,-,-,,,,无,
1254512,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1254395,-,-,,,,无,
1254400,-,-,,,,无,
1254402,-,-,,,,无,
1254410,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1254415,-,-,,,,无,
1254416,-,-,,,,无,
1254418,-,-,,,,无,
1254420,-,-,,,,无,
1254422,-,-,,,,无,
1239399,-,-,,,,无,
1254423,-,-,,,,无,
1254427,-,-,,,,无,
1254431,-,-,,,,无,
1254436,-,-,,,,无,
1254437,-,-,,,,无,
1254439,-,-,,,,无,
1254438,-,-,,,,无,
1254442,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1254444,-,-,,,,无,
1254450,-,-,,,,无,
1254451,-,-,,,,无,
1254452,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1254453,-,-,,,,无,
1254463,-,-,,,,无,
1254460,-,-,,,,无,
1254459,-,-,,,,无,
1254458,-,-,,,,无,
1239399,-,-,,,,无,
1254457,-,-,,,,无,
1254455,-,-,,,,无,
1254330,-,-,,,,无,
1254340,-,-,,,,无,
1254342,-,-,,,,无,
1254345,-,-,,,,无,
1254351,-,-,,,,无,
1254352,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1254354,-,-,,,,无,
1254355,-,-,,,,无,
1254357,-,-,,,,无,
1254361,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1254362,-,-,,,,无,
1254364,-,-,,,,无,
1254365,-,-,,,,无,
1254366,-,-,,,,无,
1254369,-,-,,,,无,
1239399,-,-,,,,无,
1254372,-,-,,,,无,
1254373,-,-,,,,无,
1254375,-,-,,,,无,
1254379,-,-,,,,无,
1254385,-,-,,,,无,
1254310,-,-,,,,无,
1254312,-,-,,,,无,
1254313,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1254315,-,-,,,,无,
1254317,-,-,,,,无,
1254316,-,-,,,,无,
1254319,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1254322,-,-,,,,无,
1254324,-,-,,,,无,
1254323,-,-,,,,无,
1254273,-,-,,,,无,
1254278,-,-,,,,无,
1239399,-,-,,,,无,
1254296,-,-,,,,无,
1254301,-,-,,,,无,
1254302,-,-,,,,无,
1254303,-,-,,,,无,
1254304,-,-,,,,无,
1254306,-,-,,,,无,
1254242,-,-,,,,无,
1254257,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1254258,-,-,,,,无,
1254259,-,-,,,,无,
1254262,-,-,,,,无,
1254263,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1254266,-,-,,,,无,
1254267,-,-,,,,无,
1254269,-,-,,,,无,
1254270,-,-,,,,无,
1254249,-,-,,,,无,
1239399,-,-,,,,无,
1254231,-,-,,,,无,
1254232,-,-,,,,无,
1248526,半年付（3万）,1月房租,,,,无,
1253614,-,-,,,,无,
1253615,-,-,,,,无,
1253619,-,-,,,,无,
1253623,-,-,,,,无,
1253632,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1253592,-,-,,,,无,
1253593,-,-,,,,无,
1253594,-,-,,,,无,
1253595,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1253553,-,-,,,,无,
1253554,-,-,,,,无,
1253555,-,-,,,,无,
1253556,-,-,,,,无,
1253557,-,-,,,,无,
1239399,-,-,,,,无,
1253560,-,-,,,,无,
1253563,-,-,,,,无,
1253566,-,-,,,,无,
1253570,-,-,,,,无,
1253571,-,-,,,,无,
1253572,-,-,,,,无,
1253574,-,-,,,,无,
1253575,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1253521,-,-,,,,无,
1253525,-,-,,,,无,
1253530,-,-,,,,无,
1253531,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1253534,-,-,,,,无,
1253535,-,-,,,,无,
1253536,-,-,,,,无,
1253537,-,-,,,,无,
1253538,-,-,,,,无,
1239399,-,-,,,,无,
1253494,-,-,,,,无,
1253496,-,-,,,,无,
1236770,半年付（3.6万）,1月房租,,,,无,
1236156,年付（36万）,1月房租,,,,无,
1253327,-,-,,,,无,
1253225,-,-,,,,无,
1253230,-,-,,,,无,
1253236,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1253100,-,-,,,,无,
1253103,-,-,,,,无,
1253106,-,-,,,,无,
1253108,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1253116,-,-,,,,无,
1253118,-,-,,,,无,
1253119,-,-,,,,无,
1253127,-,-,,,,无,
1253129,-,-,,,,无,
1239399,-,-,,,,无,
1253130,-,-,,,,无,
1253134,-,-,,,,无,
1253139,-,-,,,,无,
1253141,-,-,,,,无,
1253147,-,-,,,,无,
1253156,-,-,,,,无,
1253180,-,-,,,,无,
1253162,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1253168,-,-,,,,无,
1253023,-,-,,,,无,
1253025,-,-,,,,无,
1253026,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1253030,-,-,,,,无,
1253032,-,-,,,,无,
1253038,-,-,,,,无,
1253041,-,-,,,,无,
1253054,-,-,,,,无,
1239399,-,-,,,,无,
1253060,-,-,,,,无,
1253061,-,-,,,,无,
1253065,-,-,,,,无,
1253068,-,-,,,,无,
1253094,-,-,,,,无,
1253077,-,-,,,,无,
1253081,-,-,,,,无,
1252985,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1253011,-,-,,,,无,
1252464,-,-,,,,无,
1252465,-,-,,,,无,
1252466,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1252468,-,-,,,,无,
1252470,-,-,,,,无,
1252469,-,-,,,,无,
1252472,-,-,,,,无,
1252473,-,-,,,,无,
1239399,-,-,,,,无,
1252474,-,-,,,,无,
1252455,-,-,,,,无,
1252422,-,-,,,,无,
1252423,-,-,,,,无,
1252426,-,-,,,,无,
1252427,-,-,,,,无,
1252428,-,-,,,,无,
1252429,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1252430,-,-,,,,无,
1252406,-,-,,,,无,
1252407,-,-,,,,无,
1252408,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1252409,-,-,,,,无,
1252411,-,-,,,,无,
1252413,-,-,,,,无,
1252414,-,-,,,,无,
1252416,-,-,,,,无,
1239399,-,-,,,,无,
1252415,-,-,,,,无,
1252417,-,-,,,,无,
1252418,-,-,,,,无,
1252398,-,-,,,,无,
1252402,-,-,,,,无,
1252403,-,-,,,,无,
1252203,-,-,,,,无,
1252204,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1252205,-,-,,,,无,
1252208,-,-,,,,无,
1252149,-,-,,,,无,
1252152,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1252156,-,-,,,,无,
1252096,-,-,,,,无,
1252105,-,-,,,,无,
1252106,-,-,,,,无,
1252108,-,-,,,,无,
1239399,-,-,,,,无,
1252113,-,-,,,,无,
1252141,-,-,,,,无,
1252140,-,-,,,,无,
1252138,-,-,,,,无,
1252137,-,-,,,,无,
1252135,-,-,,,,无,
1252130,-,-,,,,无,
1252126,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1252023,-,-,,,,无,
1252026,-,-,,,,无,
1252029,-,-,,,,无,
1252032,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1252035,-,-,,,,无,
1252044,-,-,,,,无,
1252054,-,-,,,,无,
1251999,-,-,,,,无,
1252002,-,-,,,,无,
1239399,-,-,,,,无,
1252008,-,-,,,,无,
1252013,-,-,,,,无,
1252014,-,-,,,,无,
1251952,-,-,,,,无,
1251965,-,-,,,,无,
1251978,-,-,,,,无,
1251979,-,-,,,,无,
1251983,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1251992,-,-,,,,无,
1251993,-,-,,,,无,
1251994,-,-,,,,无,
1251963,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1251780,-,-,,,,无,
1251781,-,-,,,,无,
1251782,-,-,,,,无,
1251784,-,-,,,,无,
1251786,-,-,,,,无,
1239399,-,-,,,,无,
1251788,-,-,,,,无,
1251790,-,-,,,,无,
1251723,-,-,,,,无,
1251724,-,-,,,,无,
1251728,-,-,,,,无,
1251730,-,-,,,,无,
1251676,-,-,,,,无,
1251679,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1251683,-,-,,,,无,
1251685,-,-,,,,无,
1251650,-,-,,,,无,
1251632,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1251620,-,-,,,,无,
1251602,-,-,,,,无,
1251606,-,-,,,,无,
1251562,-,-,,,,无,
1251561,-,-,,,,无,
1239399,-,-,,,,无,
1251533,-,-,,,,无,
1251528,-,-,,,,无,
1251526,-,-,,,,无,
1251525,-,-,,,,无,
1251523,-,-,,,,无,
1251522,-,-,,,,无,
1251519,-,-,,,,无,
1251515,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1251511,-,-,,,,无,
1251509,-,-,,,,无,
1251508,-,-,,,,无,
1251290,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1251181,-,-,,,,无,
1251178,-,-,,,,无,
1251160,-,-,,,,无,
1251157,-,-,,,,无,
1251155,-,-,,,,无,
1239399,-,-,,,,无,
1251146,-,-,,,,无,
1251145,-,-,,,,无,
1251144,-,-,,,,无,
1251141,-,-,,,,无,
1251137,-,-,,,,无,
1251136,-,-,,,,无,
1251134,-,-,,,,无,
1251128,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1251123,-,-,,,,无,
1251111,-,-,,,,无,
1251085,-,-,,,,无,
1251083,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1251082,-,-,,,,无,
1251070,-,-,,,,无,
1251068,-,-,,,,无,
1251059,-,-,,,,无,
1251057,-,-,,,,无,
1239399,-,-,,,,无,
1251054,-,-,,,,无,
1251052,-,-,,,,无,
1251055,-,-,,,,无,
1251043,-,-,,,,无,
1251041,-,-,,,,无,
1251040,-,-,,,,无,
1251016,-,-,,,,无,
1251009,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1251006,-,-,,,,无,
1251002,-,-,,,,无,
1250999,-,-,,,,无,
1250541,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1250537,-,-,,,,无,
1250535,-,-,,,,无,
1250529,-,-,,,,无,
1250526,-,-,,,,无,
1250516,-,-,,,,无,
1239399,-,-,,,,无,
1250515,-,-,,,,无,
1250518,-,-,,,,无,
1250517,-,-,,,,无,
1250519,-,-,,,,无,
1250512,-,-,,,,无,
1250511,-,-,,,,无,
1250507,-,-,,,,无,
1250494,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1250487,-,-,,,,无,
1250484,-,-,,,,无,
1250478,-,-,,,,无,
1250475,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1250459,-,-,,,,无,
1250454,-,-,,,,无,
1250450,-,-,,,,无,
1250441,-,-,,,,无,
1250434,-,-,,,,无,
1239399,-,-,,,,无,
1250430,-,-,,,,无,
1250427,-,-,,,,无,
1250422,-,-,,,,无,
1250416,-,-,,,,无,
1250414,-,-,,,,无,
1250410,-,-,,,,无,
1250404,-,-,,,,无,
1250387,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1250372,-,-,,,,无,
1250369,-,-,,,,无,
1250358,-,-,,,,无,
1250356,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1250354,-,-,,,,无,
1250342,-,-,,,,无,
1250339,-,-,,,,无,
1250338,-,-,,,,无,
1250333,-,-,,,,无,
1239399,-,-,,,,无,
1250328,-,-,,,,无,
1250321,-,-,,,,无,
1250315,-,-,,,,无,
1250306,-,-,,,,无,
1250292,-,-,,,,无,
1250289,-,-,,,,无,
1250286,-,-,,,,无,
1250280,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1250269,-,-,,,,无,
1250266,-,-,,,,无,
1250264,-,-,,,,无,
1250261,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1250252,-,-,,,,无,
1250245,-,-,,,,无,
1250237,-,-,,,,无,
1250233,-,-,,,,无,
1250226,-,-,,,,无,
1239399,-,-,,,,无,
1250223,-,-,,,,无,
1250221,-,-,,,,无,
1250220,-,-,,,,无,
1250215,-,-,,,,无,
1250190,-,-,,,,无,
1250186,-,-,,,,无,
1250182,-,-,,,,无,
1248463,半年付（7800元）,1月房租,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1242614,-,-,,,,无,
1223727,年付（8.04万）,1月房租,,,,无,
1239653,-,-,,,,无,
1249639,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1249539,-,-,,,,无,
1249530,-,-,,,,无,
1249521,-,-,,,,无,
1249511,-,-,,,,无,
1249504,-,-,,,,无,
1239399,-,-,,,,无,
1249500,-,-,,,,无,
1249496,-,-,,,,无,
1249489,-,-,,,,无,
1249485,-,-,,,,无,
1249483,-,-,,,,无,
1249476,-,-,,,,无,
1249470,-,-,,,,无,
1249467,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1249464,-,-,,,,无,
1249453,-,-,,,,无,
1249450,-,-,,,,无,
1249447,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1249444,-,-,,,,无,
1249443,-,-,,,,无,
1249442,-,-,,,,无,
1249437,-,-,,,,无,
1249430,-,-,,,,无,
1239399,-,-,,,,无,
1249429,-,-,,,,无,
1249427,-,-,,,,无,
1249423,-,-,,,,无,
1249417,-,-,,,,无,
1249415,-,-,,,,无,
1249412,-,-,,,,无,
1249402,-,-,,,,无,
1249400,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1249396,-,-,,,,无,
1249393,-,-,,,,无,
1249383,-,-,,,,无,
1249390,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1249391,-,-,,,,无,
1249378,-,-,,,,无,
1249377,-,-,,,,无,
1249374,-,-,,,,无,
1249364,-,-,,,,无,
1239399,-,-,,,,无,
1249353,-,-,,,,无,
1249358,-,-,,,,无,
1249352,-,-,,,,无,
1249360,-,-,,,,无,
1246475,半年付（11.4万）,1月房租,,,,无,
1248919,-,-,,,,无,
1248910,-,-,,,,无,
1248884,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1248872,-,-,,,,无,
1248850,-,-,,,,无,
1248848,-,-,,,,无,
1248841,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1248837,-,-,,,,无,
1248834,-,-,,,,无,
1248831,-,-,,,,无,
1248830,-,-,,,,无,
1248829,-,-,,,,无,
1239399,-,-,,,,无,
1248825,-,-,,,,无,
1248822,-,-,,,,无,
1248820,-,-,,,,无,
1248818,-,-,,,,无,
1248816,-,-,,,,无,
1248809,-,-,,,,无,
1248807,-,-,,,,无,
1248780,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1248778,-,-,,,,无,
1248777,-,-,,,,无,
1248774,-,-,,,,无,
1248771,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1248764,-,-,,,,无,
1248761,-,-,,,,无,
1248759,-,-,,,,无,
1248754,-,-,,,,无,
1248751,-,-,,,,无,
1239399,-,-,,,,无,
1248749,-,-,,,,无,
1248747,-,-,,,,无,
1248746,-,-,,,,无,
1248744,-,-,,,,无,
1248741,-,-,,,,无,
1248736,-,-,,,,无,
1248735,-,-,,,,无,
1248728,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1248727,-,-,,,,无,
1248723,-,-,,,,无,
1248713,-,-,,,,无,
1248698,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1248696,-,-,,,,无,
1248686,-,-,,,,无,
1248681,-,-,,,,无,
1248675,-,-,,,,无,
1248671,-,-,,,,无,
1239399,-,-,,,,无,
1248668,-,-,,,,无,
1248662,-,-,,,,无,
1248654,-,-,,,,无,
1248652,-,-,,,,无,
1248649,-,-,,,,无,
1248637,-,-,,,,无,
1248625,-,-,,,,无,
1248623,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1248621,-,-,,,,无,
1248610,-,-,,,,无,
1248608,-,-,,,,无,
1248604,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1248584,-,-,,,,无,
1248580,-,-,,,,无,
1248564,-,-,,,,无,
1248563,-,-,,,,无,
1248561,-,-,,,,无,
1239399,-,-,,,,无,
1248557,-,-,,,,无,
1244149,3月一付,2月房租,,,,无,
1247889,-,-,,,,无,
1247888,-,-,,,,无,
1247886,-,-,,,,无,
1247885,-,-,,,,无,
1247884,-,-,,,,无,
1247882,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247881,-,-,,,,无,
1247880,-,-,,,,无,
1247879,-,-,,,,无,
1247876,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247874,-,-,,,,无,
1247873,-,-,,,,无,
1247871,-,-,,,,无,
1247870,-,-,,,,无,
1247869,-,-,,,,无,
1239399,-,-,,,,无,
1247868,-,-,,,,无,
1247867,-,-,,,,无,
1247866,-,-,,,,无,
1247865,-,-,,,,无,
1247863,-,-,,,,无,
1247862,-,-,,,,无,
1247861,-,-,,,,无,
1247860,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247859,-,-,,,,无,
1247858,-,-,,,,无,
1247855,-,-,,,,无,
1247854,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247853,-,-,,,,无,
1247851,-,-,,,,无,
1247850,-,-,,,,无,
1247848,-,-,,,,无,
1247847,-,-,,,,无,
1239399,-,-,,,,无,
1247846,-,-,,,,无,
1247845,-,-,,,,无,
1247844,-,-,,,,无,
1247843,-,-,,,,无,
1247840,-,-,,,,无,
1247839,-,-,,,,无,
1247837,-,-,,,,无,
1247836,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247835,-,-,,,,无,
1247832,-,-,,,,无,
1247831,-,-,,,,无,
1247829,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247827,-,-,,,,无,
1247823,-,-,,,,无,
1247822,-,-,,,,无,
1247821,-,-,,,,无,
1247819,-,-,,,,无,
1239399,-,-,,,,无,
1247816,-,-,,,,无,
1247815,-,-,,,,无,
1247813,-,-,,,,无,
1247812,-,-,,,,无,
1247810,-,-,,,,无,
1247808,-,-,,,,无,
1247807,-,-,,,,无,
1247806,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247805,-,-,,,,无,
1247804,-,-,,,,无,
1247803,-,-,,,,无,
1247802,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247801,-,-,,,,无,
1247798,-,-,,,,无,
1247797,-,-,,,,无,
1247795,-,-,,,,无,
1247790,-,-,,,,无,
1239399,-,-,,,,无,
1247789,-,-,,,,无,
1247788,-,-,,,,无,
1247786,-,-,,,,无,
1247784,-,-,,,,无,
1247783,-,-,,,,无,
1247782,-,-,,,,无,
1247781,-,-,,,,无,
1247780,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247778,-,-,,,,无,
1247776,-,-,,,,无,
1247775,-,-,,,,无,
1247769,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247774,-,-,,,,无,
1247773,-,-,,,,无,
1247770,-,-,,,,无,
1247772,-,-,,,,无,
1247771,-,-,,,,无,
1239399,-,-,,,,无,
1247768,-,-,,,,无,
1247767,-,-,,,,无,
1247766,-,-,,,,无,
1247765,-,-,,,,无,
1247755,-,-,,,,无,
1247753,-,-,,,,无,
1247725,-,-,,,,无,
1247724,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247727,-,-,,,,无,
1247726,-,-,,,,无,
1247732,-,-,,,,无,
1247734,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247741,-,-,,,,无,
1247730,-,-,,,,无,
1247719,-,-,,,,无,
1247717,-,-,,,,无,
1247709,-,-,,,,无,
1239399,-,-,,,,无,
1247706,-,-,,,,无,
1247702,-,-,,,,无,
1247697,-,-,,,,无,
1247696,-,-,,,,无,
1247695,-,-,,,,无,
1247694,-,-,,,,无,
1247693,-,-,,,,无,
1247690,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247689,-,-,,,,无,
1247687,-,-,,,,无,
1247686,-,-,,,,无,
1247685,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247681,-,-,,,,无,
1247679,-,-,,,,无,
1247674,-,-,,,,无,
1247672,-,-,,,,无,
1247671,-,-,,,,无,
1239399,-,-,,,,无,
1247669,-,-,,,,无,
1247667,-,-,,,,无,
1247665,-,-,,,,无,
1247663,-,-,,,,无,
1247658,-,-,,,,无,
1247657,-,-,,,,无,
1247656,-,-,,,,无,
1247655,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247653,-,-,,,,无,
1247652,-,-,,,,无,
1247638,-,-,,,,无,
1247645,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247643,-,-,,,,无,
1247641,-,-,,,,无,
1247637,-,-,,,,无,
1247634,-,-,,,,无,
1247631,-,-,,,,无,
1239399,-,-,,,,无,
1247628,-,-,,,,无,
1247625,-,-,,,,无,
1247620,-,-,,,,无,
1247619,-,-,,,,无,
1247617,-,-,,,,无,
1247616,-,-,,,,无,
1247615,-,-,,,,无,
1247613,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247600,-,-,,,,无,
1247597,-,-,,,,无,
1247593,-,-,,,,无,
1247598,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247604,-,-,,,,无,
1247591,-,-,,,,无,
1247590,-,-,,,,无,
1247589,-,-,,,,无,
1247586,-,-,,,,无,
1239399,-,-,,,,无,
1247585,-,-,,,,无,
1247581,-,-,,,,无,
1247577,-,-,,,,无,
1247575,-,-,,,,无,
1247574,-,-,,,,无,
1247562,-,-,,,,无,
1247561,-,-,,,,无,
1247550,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1247557,-,-,,,,无,
1247551,-,-,,,,无,
1247559,-,-,,,,无,
1247558,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1247548,-,-,,,,无,
1241144,3月一付,3月房租,,,,无,
1239387,-,-,,,,无,
1245665,-,-,,,,无,
1245656,-,-,,,,无,
1239399,-,-,,,,无,
1245655,-,-,,,,无,
1245654,-,-,,,,无,
1245651,-,-,,,,无,
1245650,-,-,,,,无,
1245649,-,-,,,,无,
1245646,-,-,,,,无,
1245631,-,-,,,,无,
1245634,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1245635,-,-,,,,无,
1245639,-,-,,,,无,
1245636,-,-,,,,无,
1245642,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1245638,-,-,,,,无,
1245644,-,-,,,,无,
1245632,-,-,,,,无,
1245630,-,-,,,,无,
1245629,-,-,,,,无,
1239399,-,-,,,,无,
1245626,-,-,,,,无,
1245625,-,-,,,,无,
1245624,-,-,,,,无,
1245623,-,-,,,,无,
1245611,-,-,,,,无,
1245613,-,-,,,,无,
1245612,-,-,,,,无,
1245622,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1245608,-,-,,,,无,
1245618,-,-,,,,无,
1245615,-,-,,,,无,
1245616,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1245621,-,-,,,,无,
1245620,-,-,,,,无,
1245610,-,-,,,,无,
1245607,-,-,,,,无,
1242987,-,-,,,,无,
1239399,-,-,,,,无,
1244347,半年付（3.12万）,1月房租,,,,无,
1243169,半年付（9.6万）,1月房租,,,,无,
1241760,年付（16万）,1月房租,,,,无,
1245333,-,-,,,,无,
1245332,-,-,,,,无,
1245330,-,-,,,,无,
1245329,-,-,,,,无,
1245328,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1245327,-,-,,,,无,
1245326,-,-,,,,无,
1245325,-,-,,,,无,
1245324,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1245323,-,-,,,,无,
1245322,-,-,,,,无,
1245318,-,-,,,,无,
1245310,-,-,,,,无,
1245315,-,-,,,,无,
1239399,-,-,,,,无,
1245309,-,-,,,,无,
1245320,-,-,,,,无,
1245319,-,-,,,,无,
1245317,-,-,,,,无,
1245313,-,-,,,,无,
1245311,-,-,,,,无,
1245302,-,-,,,,无,
1245301,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1245300,-,-,,,,无,
1245299,-,-,,,,无,
1245298,-,-,,,,无,
1245297,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1245296,-,-,,,,无,
1245295,-,-,,,,无,
1245293,-,-,,,,无,
1245292,-,-,,,,无,
1245285,-,-,,,,无,
1239399,-,-,,,,无,
1245280,-,-,,,,无,
1245281,-,-,,,,无,
1245287,-,-,,,,无,
1245286,-,-,,,,无,
1245290,-,-,,,,无,
1245284,-,-,,,,无,
1245291,-,-,,,,无,
1245289,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1245288,-,-,,,,无,
1245283,-,-,,,,无,
1245282,-,-,,,,无,
1245272,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1245270,-,-,,,,无,
1245269,-,-,,,,无,
1245268,-,-,,,,无,
1245267,-,-,,,,无,
1245266,-,-,,,,无,
1239399,-,-,,,,无,
1245264,-,-,,,,无,
1245262,-,-,,,,无,
1245260,-,-,,,,无,
1245259,-,-,,,,无,
1245258,-,-,,,,无,
1245257,-,-,,,,无,
1245256,-,-,,,,无,
1245255,-,-,,,,无,
1296257,半年付（6.6万）,1月房租,,,,无,
1245253,-,-,,,,无,
1245252,-,-,,,,无,
1245251,-,-,,,,无,
1245250,-,-,,,,无,
1284299,年付（8.4万）,10000元,,,,无,
1245240,-,-,,,,无,
1245247,-,-,,,,无,
1245249,-,-,,,,无,
1245248,-,-,,,,无,
